RefID,Project,Location,Est Cost $M,2022-23,2023-24,0-5,5-10,0-10,0-15,10-15,15+,Challenge / Opportunity,log_cost,Region_Presented,Region_Big Rivers,Region_Central Australia,Region_East Arnhem,Region_Greater Darwin,Region_Territory Wide,Region_Top End Rural,Sub Sector_Agribusiness,Sub Sector_Air Transport,Sub Sector_Aquaculture,Sub Sector_Arts Trail,Sub Sector_Aviation Technology,Sub Sector_Civic Services,Sub Sector_Cotton,Sub Sector_Creative Industries,Sub Sector_Cruise Industry,Sub Sector_Cultural Experiences,Sub Sector_Development and Maintenance of Facilities,Sub Sector_Digital Industries,Sub Sector_Digital and Telecommunications Infrastructure,Sub Sector_Drive Market,Sub Sector_Education and Training,Sub Sector_Electricity,Sub Sector_Festivals and Major Events,Sub Sector_Fuel Storage,Sub Sector_Green and Blue Infrastructure,Sub Sector_Health,Sub Sector_Heritage Trails,Sub Sector_Horticulture,Sub Sector_Housing,Sub Sector_Industrial Subdivisions,Sub Sector_Intermodal Hubs,Sub Sector_Justice and Public Safety,Sub Sector_Lifestyle,Sub Sector_Manufacturing,Sub Sector_Marine Infrastructure,Sub Sector_Meeting Places,Sub Sector_Mining,Sub Sector_National Critical Care and Trauma Response,"Sub Sector_Parks, Reserves, Waterways","Sub Sector_Rail, Roads and Bridges",Sub Sector_Residential Subdivisions,Sub Sector_Retail and Business,Sub Sector_Space,Sub Sector_Sport and Recreation,"Sub Sector_Sporting, Recreation, Lifestyle",Sub Sector_Superyacht Industry,Sub Sector_Tourism,Sub Sector_Training Facilities,Sub Sector_Transport and Logistics,Sub Sector_Unlock the potential of the Territory's regions,Sub Sector_Waste Management,Sub Sector_Water,Sub Sector_Work stay play,Enabling Infrastructure_Other,Enabling Infrastructure_Social Infrastructure,Enabling Infrastructure_Transport and Logistics,Enabling Infrastructure_Utilities,Industry Sector_Civic Services,Industry Sector_Defence and Security,Industry Sector_Education and Training,Industry Sector_Emerging Industries,Industry Sector_Health,Industry Sector_Housing,Industry Sector_Justice and Public Safety,Industry Sector_Land,Industry Sector_Lifestyle,Industry Sector_Resources,"Industry Sector_Sporting, Recreation, Lifestyle",Industry Sector_Tourism,Industry Sector_Transport and Logistics,Industry Sector_Utilities,Category_P
2r37,Across the region - public housing new builds,"-12.460834, 130.84444",5.0,2.6,3.0,,,,,,,"Provide safe, secure and affordable housing for people on low incomes",0.6989700043360189,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8n12,Across the region - stormwater upgrades and reconstruction,"-12.460834, 130.84444",16.060000000000002,1.46,1.46,,,,,,,"Improve community safety and reduce the damage, disruption and costs associated with major flood events",1.2057455409426623,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1193,Amy Johnson Avenue - begin progressive duplication   ,Amy Johnson Avenue NT Australia,28.0,2.6,3.0,,,,,,,Provide commuters with an alternative connector from the northern suburbs to Darwin CBD,1.4471580313422192,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2n5,Bagot Park Masterplan - outcomes,"-12.3966, 130.857",5.3,2.6,3.0,,,,,,,Strengthen liveability by creating versatile shared spaces for the entire community,0.724275869600789,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1194,Bagot Road - capacity improvements and upgrades,Bagot Road NT Australia,26.0,2.6,3.0,,,,,,,"Increase road capacity, safety, support accessibility, connectivity and amenity",1.414973347970818,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
211,Barbara James House - refurbishment,"-12.35583, 130.8819",10.0,2.6,3.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,1.0,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9j13,Berrimah Business Park - showroom developments,"-12.432, 130.9205",60.0,2.6,3.0,,,,,,,Increase availability of quality commercial premises,1.7781512503836436,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9j12,Berrimah Industrial Estate - warehouse developments,"-12.432, 130.9205",100.0,2.6,3.0,,,,,,,Increase availability of quality light industrial premises,2.0,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1186,Berrimah Road - capacity improvements,Berrimah Road NT Australia,60.0,2.6,3.0,,,,,,,Improve network capacity and safety for increased traffic into the port,1.7781512503836436,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8c03,Berry Springs - child care centre,"-12.7219, 131.0103",3.0,2.6,3.0,,,,,,,Contemporary educational infrastructure to support growth in early years learning enrolments,0.47712125471966244,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2006,Boulter Road - urban cross section upgrade,"Boulter Road, NT Australia",10.0,2.6,3.0,,,,,,,"Increase road capacity, safety, support accessibility, connectivity and amenity",1.0,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1100.1,Breezes Muirhead - new Defence housing,"-12.42455, 130.87192",5.3,2.6,3.0,,,,,,,Provide supportive housing for defence personnel and their families,0.724275869600789,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2t14,Channel Island Power Station fleet transition phase 3 and 4,"-12.553376, 130.86666",170.0,2.6,3.0,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",2.230448921378274,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2t15,Channel Island Power Station upgrades and replacement works,"-12.553376, 130.86666",22.8,2.6,5.5,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",1.3579348470004537,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2007,Chin Quan Avenue upgrades,Chin Quan Avenue The Gardens NT Australia,2.0,2.6,3.0,,,,,,,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",0.3010299956639812,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1177.1,Chung Wah Terrace - duplicate Lambrick Avenue to Elrundie Avenue,"-12.4792, 130.985",51.0,2.6,3.0,,,,,,,"Increase road capacity, safety, support accessibility, connectivity and amenity",1.7075701760979363,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2n22,"City of Darwin Movement Strategy -wayfinding, pedestrian, cycling and micro-mobility infrastructure, upgrade local intersections","-12.4792, 130.985",10.0,2.6,3.0,,,,,,,"Make it easier for people to move around the city and suburbs, reducing the impact of transport on the environment",1.0,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9s20,"Commercial data centre park, including
electrical network upgrades and communications network upgrades","-12.55969, 130.91828",380.0,2.6,3.0,,,,,,,Enabling digital Territory and creating digital opportunity,2.57978359661681,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
171,Darwin and Palmerston renal services expansion - Home Therapies Unit ,-12.43146 130.92977,7.0,2.6,3.0,,,,,,,Strengthen liveability by improving infrastructure to support renal health services,0.8450980400142568,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2s26,Darwin CBD - high quality A grade office develoment,"-12.460834, 130.84444",50.0,2.6,3.0,,,,,,,Support contemporary work practices and environments to attract and retain people,1.6989700043360187,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2e11,Darwin CBD - new vertical school,"-12.460834, 130.84444",45.0,2.6,3.0,,,,,,,Contemporary educational infrastructure to support growth in population and student enrolments,1.6532125137753437,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2f31,Darwin CBD - purpose-built performance space ,"-12.460834, 130.84444",5.3,2.6,3.0,,,,,,,"Value and expand access to cultural activities, increase visitation opportunities and improve visitor experience",0.724275869600789,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0s27,Darwin CBD - The Escarpment – Mitchell Street - luxury hotel,84 Mitchell Street Darwin NT Australia,120.0,2.6,3.0,,,,,,,"Support growth in luxury tourism, convention and corporate travel markets",2.0791812460476247,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2n4,Darwin Civic Centre redevelopment,"-12.460834, 130.84444",60.0,2.6,3.0,,,,,,,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",1.7781512503836436,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2k15,Darwin Cruise Terminal and wharf upgrades,"-12.460834, 130.84444",5.3,2.6,3.0,,,,,,,"Support growth in tourism, visitor and corporate travel markets",0.724275869600789,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2j03,Darwin International Airport - Albatross amphibious aircraft manufacturing facility - stage 1,"-12.460834, 130.84444",8.0,2.6,3.0,,,,,,,Reinventing and manufacturing the Albatross aircraft in Darwin,0.9030899869919435,Greater Darwin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2j04,Darwin International Airport - Regular Public Transport (RPT) apron expansion,"-12.460834, 130.84444",12.0,2.6,3.0,,,,,,,Improve airport infrastructure to support aviation safety and growth,1.0791812460476249,Greater Darwin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0j21,Darwin International Airport 2017 Master Plan - Potential Project - future growth of Darwin Airport Central - light industrial complex,"-12.4108, 130.8823",5.3,2.6,3.0,,,,,,,Respond to growth in the aviation export sector,0.724275869600789,Greater Darwin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8nt16,Darwin International Airport 2017 Master Plan - Potential Project - multi-level car park ,"-12.460834, 130.84444",5.3,2.6,3.0,,,,,,,"Improve airport services to support accessibility, visitor growth and tourism",0.724275869600789,Greater Darwin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8nt13,Darwin International Airport 2017 Master Plan - Potential Project - taxiway system enhancements,"-12.460834, 130.84444",5.3,2.6,3.0,,,,,,,Respond to growth in the aviation sector,0.724275869600789,Greater Darwin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8nt33,Darwin International Airport 2017 Master Plan - Potential Project - terminal expansion,"-12.460834, 130.84444",5.3,2.6,3.0,,,,,,,"Improve airport services to support accessibility, visitor growth and tourism",0.724275869600789,Greater Darwin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2j3,Darwin Supreme Court refresh,"-12.460834, 130.84444",10.0,2.6,3.0,,,,,,,Strengthen equitable access by improving infrastructure to support judicial services,1.0,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2r31,Darwin Visitor Park,"-12.460834, 130.84444",10.0,0.5,3.5,,,,,,,"Provide safe, affordable and sustainable temporary housing options for  Territorians",1.0,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8xx11,Darwin Waterfront - hotel adjacent to the Darwin Convention Centre,"-12.467199, 130.848745",85.0,2.6,3.0,,,,,,,Enable growth in high yield convention and corporate markets,1.9294189257142926,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2k6,Darwin Waterfront - luxury hotel,"-12.460834, 130.84444",200.0,2.6,3.0,,,,,,,"Support growth in luxury tourism, visitor and corporate travel markets",2.3010299956639813,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0s5,"Darwin Waterfront central precinct  
- commercial surf park
- tropical lagoon 
- waterfront pools ","-12.460834, 130.84444",267.0,2.6,70.0,,,,,,,Master planned vision for Darwin's central water attraction catering to both residents and visitors,2.4265112613645754,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0s8,"Darwin Waterfront northern precinct development
- residential hub
- connect foreshore walk","-12.460834, 130.84444",250.0,2.6,3.0,,,,,,,Unlock future expansion towards Francis Bay and beyond the Waterfront,2.3979400086720375,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0k31,Darwin/Palmerston Passenger Rail Terminal ,"-12.47328696, 130.9039",75.0,2.6,3.0,,,,,,,Enable economic development by improving passenger rail transport,1.8750612633917,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9s16,DCI Data Centres - 10 megawatt data centre,"-12.456966, 130.934697",300.0,2.6,3.0,,,,,,,Support the evolving technology and business industries,2.4771212547196626,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8n08,"Dick Ward Drive - full pavement rehabilitation
",DICKWARD Drive Fannie Bay NT Australia,10.0,2.6,3.0,,,,,,,"Increase road capacity, safety, support accessibility, connectivity and amenity",1.0,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2n3,"Dick Ward Drive - Karingal Court extension and signalised intersection
",DICKWARD Drive Fannie Bay NT Australia,6.0,2.6,3.0,,,,,,,"Increase road capacity, safety, support accessibility, connectivity and amenity",0.7781512503836436,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8n11,Dinah Beach Road - upgrade to urban cross section,Dinah Beach Rd NT Australia,6.0,2.6,3.0,,,,,,,"Increase road capacity, safety, support accessibility, connectivity and amenity",0.7781512503836436,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1356,Elizabeth Valley Road - bridging Elizabeth River ,Elizabeth Valley Rd NT Australia,0.5,2.6,3.0,,,,,,,"Improve all weather access to support accessibility, growth and community safety",-0.3010299956639812,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1188,Export Drive - improve flood immunity,"-12.470523, 130.925012",5.0,2.6,3.0,,,,,,,Improve safety and access associated with flooding,0.6989700043360189,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8x08,Farrar West - future residential subdivision,"-12.4804, 130.9974",5.3,2.6,3.0,,,,,,,Enable economic development and population growth by increasing land availability,0.724275869600789,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2k20,Frances Bay Marine Precinct development,"-12.4804, 130.9974",5.3,2.6,3.0,,,,,,,Support economic development within the precinct and support the commercial fishing and boating industries,0.724275869600789,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0p12,Gardens Oval upgrades - multi-sport precinct,"-12.460834, 130.84444",5.0,2.6,3.0,,,,,,,"Common user facilities to maximise a healthy, active lifestyle by improving recreation opportunities ",0.6989700043360189,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1347,Girraween Road - duplication between Stuart Highway and Anglesey Road,"-12.5255, 131.0976",30.0,2.6,3.0,,,,,,,"Increase road capacity, safety, support accessibility, connectivity and amenity",1.4771212547196624,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2009.1,Greater Darwin Regional Waste Management Facility,"-12.460834, 130.84444",5.3,2.6,3.0,,,,,,,Support improved waste management and recycling processes,0.724275869600789,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2o6,Hawaiki Nui subsea cable system,"-12.427, 130.8402",100.0,2.6,3.0,,,,,,,The first and largest spatial division multiplexing (SDM) cable linking South-East Asia,2.0,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1348,"Hicks Road - extension both ends, including bridging of wet areas",Hicks Rd NT Australia,25.0,2.6,3.0,,,,,,,"Increase road capacity, safety, support accessibility, connectivity and amenity",1.3979400086720377,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
437,Hockey NT upgrade to surface,"-12.404, 130.9104",1.5,1.5,3.0,,,,,,,Enhance liveability by improving sports facilities,0.17609125905568124,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0s18,HyperOne - national terrestrial private sector telecommunications,"-12.460834, 130.84444",700.0,2.6,3.0,,,,,,,Enabling digital Territory and maximise digital opportunity,2.845098040014257,Greater Darwin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
